D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_006.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_006.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_006.jpg, 0, 0, 0, 2.207798
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_111.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_111.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_111.jpg, 0, 0, 0, 1.243847
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_214.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_214.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_214.jpg, 0, 0, 0, 0.7538455
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_320.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_320.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_320.jpg, 0, 0, 0, 0.02869735
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_421.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_421.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_421.jpg, 0, 0, 0, 0.04792548
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_529.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_529.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_529.jpg, 0, 0, 0, 0.03829296
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_635.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_635.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_635.jpg, 0, 0.1343354, 0, 0.009413465
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_738.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_738.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_738.jpg, 0, 0.4459134, 0, 0.013969
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_838.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_838.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_838.jpg, -0.2989411, 0.7448546, 0, 0.05976593
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_10_940.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_10_940.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_10_940.jpg, -0.6427004, 1, 0, 0.09229448
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_041.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_041.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_041.jpg, -0.9457567, 1, 0, 0.1364699
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_145.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_145.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_145.jpg, -0.9398739, 1, 0, 0.1854395
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_246.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_246.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_246.jpg, -0.6316783, 1, 0, 0.09878475
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_349.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_349.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_349.jpg, -0.3430033, 1, 0, 0.08291927
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_452.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_452.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_452.jpg, -0.03856608, 1, 0, 0.03877811
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_557.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_557.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_557.jpg, 0, 1, 0, 0.04247693
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_665.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_665.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_665.jpg, 0, 1, 0, 0.05950504
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_768.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_768.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_768.jpg, 0, 1, 0, 0.03593753
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_875.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_875.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_875.jpg, 0, 1, 0, 0.02943
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_11_978.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_11_978.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_11_978.jpg, 0, 1, 0, 0.02075417
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_12_081.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_12_081.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_12_081.jpg, 0, 0.9747885, 0, 0.02557562
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_12_247.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_12_247.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_12_247.jpg, 0, 0, 0, 0.009637664
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_12_349.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_12_349.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_12_349.jpg, 0, 0, 0.2886717, 0.02462477
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_12_450.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_12_450.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_12_450.jpg, 0, 0, 0.5925244, 0.01519998
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_12_553.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_12_553.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_12_553.jpg, 0, 0, 0.8824047, 0.02021731
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_12_654.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_12_654.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_12_654.jpg, 0, 0, 1, 0.006973989
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_12_756.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_12_756.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_12_756.jpg, 0, 0, 1, 0.0520502
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_12_858.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_12_858.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_12_858.jpg, 0, 0, 1, 0.05267747
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_12_959.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_12_959.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_12_959.jpg, 0, 0, 1, 0.0535811
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_065.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_065.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_065.jpg, 0, 0, 1, 0.05107075
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_166.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_166.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_166.jpg, 0.3005688, 0, 1, 0.01680941
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_269.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_269.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_269.jpg, 0.585874, 0, 1, 0.02700021
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_374.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_374.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_374.jpg, 0.8834784, 0, 1, 0.0260007
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_474.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_474.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_474.jpg, 1, 0, 1, 0.02963937
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_577.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_577.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_577.jpg, 1, 0, 1, 0.02402586
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_685.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_685.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_685.jpg, 1, 0, 1, 0.02087913
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_790.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_790.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_790.jpg, 1, 0, 1, 0.02236392
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_893.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_893.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_893.jpg, 1, 0, 1, 0.0223184
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_13_997.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_13_997.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_13_997.jpg, 1, 0, 1, 0.01585985
D:\Study Material\Self-Driving-car\Simulator Data\IMG\center_2020_08_10_04_18_14_106.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\left_2020_08_10_04_18_14_106.jpg, D:\Study Material\Self-Driving-car\Simulator Data\IMG\right_2020_08_10_04_18_14_106.jpg, 0.8664485, 0, 1, 0.02787993
